S,E,I,R,M
900.0,0.0,100.0,0.0,0.0
877.3381714764216,22.661828523578386,92.02307879885124,6.758168547719337,1.2187526534294224
857.0091617317933,41.212153752196656,86.46115483220595,12.977243315746282,2.3402863680578703
838.3514260506769,56.635224601470775,82.79888147347995,18.820433887611344,3.3940339867611016
820.8729720074738,69.66848584151681,80.63927274606496,24.41612185321548,4.40314755172902
804.2052979786596,80.86801078027655,79.67489059198637,29.865859821049654,5.385940828027876
788.0713428333662,90.65478707961937,79.66646619831269,35.25042321746707,6.356980671234699
772.2627385580284,99.34806675028356,80.42685957060708,40.6344172791609,7.3279178419200885
756.623390990392,107.1897704587579,81.80891621726335,46.06980000658007,8.308122327006817
741.0374566536102,114.36258028569256,83.69620794494554,51.59858445160522,9.305170664146567
725.4204289118867,121.00350309601208,85.9959323202316,57.2549152525743,10.325220419295398
709.7124564721082,127.21413699949701,88.63344309914703,63.0666653029582,11.37329812628959
693.8732840007893,133.0685099007738,91.54802275530513,69.05666277724546,12.453520565886302
677.8783823230352,138.61911323416518,94.68960746326748,75.24363245715344,13.569264522378756
661.7159566693166,143.9015840741701,98.01624690395921,81.64291572669488,14.723296625859232
645.3846055510319,148.93836912706675,101.49213418949505,88.26701889661318,15.917872235793169
628.8914624731569,153.74161830558225,105.08608051919437,95.12602838781675,17.15481031424979
612.2506957439251,158.31549309527102,108.7703386223455,102.22792282949595,18.43554970896245
595.4822732640541,162.65802876198921,112.51970123337111,109.57880564351913,19.761191097066455
578.6109227785488,166.76265493561223,116.31081764209937,117.18307670226059,21.132527941479022
561.6652359439469,170.61945303053926,120.12168411005217,125.04355779774414,22.550069117717566
544.6768782654253,174.21620910375432,123.93127362840696,133.16158367226046,24.014055330152935
527.6798775690277,177.53930554090752,127.7192778467333,141.53706802740345,25.52447101592802
510.7099719445265,180.574483284989,131.46593957464285,150.16855209221566,27.08105310362598
493.80400455046015,183.3074973769262,135.15195847055287,159.05324187151288,28.68329773054786
476.99935768717734,185.72468177601877,138.75845570573784,168.18703902049648,30.330465810569553
460.33342238319887,187.81343433535676,142.2669857788007,177.56456933130272,32.02158817134092
443.8431026002038,189.56262909380197,145.65958545252607,187.17921201799396,33.755470835474114
427.5643551905653,190.96296045539287,148.9188511471057,197.02313230878494,35.530700898151075
411.5317680569381,192.0072221527008,152.02803717376435,207.08731926863362,37.34565334796304
395.77817966685984,192.69052295986017,154.97116802767889,217.36163026062601,39.198499084974955
380.33434325861026,193.01044078342915,157.73315865429169,227.8348429963059,41.08721430736286
365.22863882584574,192.96711688017126,160.29993721637828,238.49471571380448,43.009591363800084
350.4868353748832,192.56329240721044,162.6585654630602,249.32805565277562,44.963251102070394
336.1319050965893,191.80429018882742,164.7973523658298,260.3207956640716,46.94565668468167
