S,E,I,R,M
900.0,0.0,100.0,0.0,0.0
889.0484763610857,10.95152363891426,90.87471022798879,0.9827445965762805,8.142545175434933
879.2174125157109,17.71555348434119,85.6491635901572,1.8758109009961927,15.542059508794509
870.0541222866088,21.917506217781543,82.79476672091307,2.7175234281912415,22.516081346505228
861.2885315163759,24.54497968302647,81.37762164655713,3.5311845243889515,29.25768262965154
852.7597754568511,26.199780145324798,80.82563345896436,4.330918703942781,35.88389223491697
844.372751972784,27.249412126045097,80.78745169911704,5.125228249409304,42.465155952644594
836.0721391890381,27.918678238337414,81.04670930360257,5.919162565694049,49.043310703327876
827.8267497424271,28.345289383970822,81.46974052994692,6.715644722078089,55.642575621577144
819.6200636029415,28.61372244147513,81.9736437120648,7.516284194980859,62.2762860485377
811.4444782612975,28.775878557505223,82.50674041227671,8.321875749177867,68.95102701974265
803.2978054465808,28.863709440800005,83.0366031996373,9.132706282390735,75.66917563059111
795.1811298048361,28.89694563262286,83.5427119907571,9.948744013515658,82.43046855826823
787.0974952766933,28.88783273382534,84.01194486514417,10.769755501438107,89.23297162289913
779.0510955311502,28.84403716950066,84.43580676296527,11.595378350078956,96.07368218630498
771.0467719794276,28.77043059830651,84.80872484742595,12.425166678617588,102.94890589622237
763.0896998997606,28.6701864772758,85.12699915384836,13.258619839480911,109.85449462963435
755.1851899366513,28.545454153202293,85.3881560940249,14.095200823892892,116.78599899222856
747.3385606449694,28.397773126205553,85.59054973814655,14.934348314023042,123.73876817665543
739.5550550389883,28.228327291585714,85.73311549768434,15.775484816754611,130.7080173549871
731.839784640575,28.03810048070528,85.81521748724131,16.618022376784605,137.68887501469385
724.1976909439315,27.82797102524632,85.83655337515127,17.461366789680653,144.6764178659902
716.6335181328012,27.598768585765605,85.79709439997265,18.304920879862266,151.6656980015982
709.1517932769102,27.35130758586737,85.69704677579837,19.14808718909745,158.65176517232652
701.7568116926179,27.086406118744794,85.53682598286562,19.990270285712054,165.6296859200595
694.452626041103,26.80489582130557,85.3170386991023,20.83087882114152,172.5945606173475
687.243038277387,26.50762613215706,85.03846914577483,21.669327408915844,179.5415390357652
680.1315938904487,26.195465066028575,84.70206787160728,22.505038369457132,186.4658348024582
673.1215780714313,25.869297843220217,84.30894177726333,23.337443364653726,193.3627389434314
666.2160135642246,25.53002422050611,83.86034466629268,24.165984934400424,200.2276326145762
659.4176600216417,25.178555063939093,83.35766791083601,24.990117940278658,207.05599906330454
652.7290147300987,24.815808512956895,82.80243100930662,25.809310917504398,213.8434348301334
646.1523145878956,24.442705965149866,82.19627193144782,26.623047334082163,220.58566018142452
639.6895392340974,24.06016803491659,81.54093721994434,27.43082675507561,227.278528755966
633.3424152310537,23.669110590281438,80.83827186348958,28.23216590960227,233.918036405573
627.1124212064866,23.27044094005432,80.09020898405409,29.026599658306356,240.50032921109855
621.0007938624673,22.86505422190961,79.29875939741386,29.813681859483797,247.0217106587254
615.0085347594702,22.45383002692403,78.4660011147725,30.592986132613905,253.47864796621928
609.1364177846319,22.037629285228114,77.59406885707412,31.364106518718817,259.8677775543469
603.384997214645,21.617291429211885,76.6851436539754,32.12665803767539,266.18590966449227
597.7546162855648,21.193631844277448,75.74144259748167,32.880277143311595,272.4300321293644
592.245416184241,20.76743961189834,74.76520881666282,33.624622077807274,278.5973133093905
586.8573453791017,20.339475545393707,73.75870173513691,34.359373127572,284.6851042127955
581.5901692115809,19.910470515152323,72.72418766749439,35.08423278337887,290.6909398223934
576.4434796735079,19.481124056923846,71.66393080479577,35.798925808085166,296.6125396566872
571.4167053002075,19.052103254155753,70.58018463291305,36.50319921576346,302.4478075969601
566.509121113794,18.62404188314369,69.47518382096476,37.19682216649697,308.1948310156004
561.7198585561077,18.197539807944665,68.3511366105495,37.87958578145894,313.8518792439389
557.0479153558521,17.773162610547914,67.21021773002607,38.55130288319759,319.41740142037617
552.4921652796666,17.351441440681583,66.05456185181345,39.211807666286575,324.89002376155173
548.051367722053,16.93287306882967,64.88625760466856,39.86095530367741,330.2685463007713
543.7241770941848,16.517920125517875,63.70734214720888,40.49862149420785,335.55193913888047
539.509151976629,16.10701150967313,62.51979630363,41.12470195678191,340.73933825328584
535.4047640058453,15.70054294884303,61.325540257666454,41.739111876746335,345.8300409108988
531.4094064689565,15.298877694251363,60.12642979638355,42.34178530994976,350.8235007304588
527.5214025856808,14.902347334037504,58.92425309138822,42.932674549887956,355.7193224390055
523.7390134604541,14.511252708554126,57.720728001515866,43.5117494632165,360.5172563662594
520.0604456916287,14.12586491225373,56.51749987798887,44.078996798755895,365.21719271937275
516.4838586282087,13.746426367455333,55.31613985044465,44.63441947492684,369.81915567896436
513.0073712678565,13.373151956125367,54.11814357008279,45.17803585034166,374.3232973555936
509.6290687928867,13.006230196709728,52.9249303844651,45.70987898204404,378.7298916438943
506.34700874365063,12.645824453997545,51.737842917195714,46.229995875639126,383.03932800951685
503.1592268311122,12.292074170963913,50.558147024785676,46.73844673129299,387.2521052418451
500.0637423925397,11.94509611251296,49.38703210243794,47.23530418930816,391.3688252032011
497.05856349609087,11.604985612010356,48.225611710245715,47.72065257870426,395.39018660294863
494.14169170167116,11.271817812444334,47.07492449134656,48.194587171952556,399.3169788225852
491.31112648680863,10.945648894976316,45.93593535388624,48.65721344873363,403.150075815595
488.56486934742946,10.626517288528635,44.809536889187235,49.10864637131072,406.8904301035438
485.9009275843528,10.314444854900962,43.69655099925694,49.54900967384006,410.539066887649
483.31731778707035,10.00943804470418,42.59773070767931,49.97843516767546,414.0970782928705
480.8120690269469,9.711489020147166,41.513762128983004,50.39706206446929,417.5656177594534
478.3832257723965,9.42057674140585,40.44526657274158,50.8050363186274,420.9458945948284
476.0288505388629,9.136668013943945,39.392802759911994,51.20250999044189,424.239168696839
473.74702628658565,8.859718494740669,38.356869130233704,51.589640631004876,427.4467454574348
471.53585857917153,8.58967365591305,37.337906220870494,51.96659068979808,430.56997085424655
469.3934775159365,8.326469704700335,36.33629909786199,52.333526945658406,433.61022673584245
467.3180394508421,8.070034459207264,35.352379823344876,52.69061996163844,436.568926304967
465.3077285106385,7.8202881796837564,34.386429942889706,53.03804356411349,439.44750980267423
463.36075792455495,7.577144355453326,33.43868297866542,53.375974346332725,442.2474403949933
461.4753711775533,7.3405104478940135,32.50932691547898,53.70459119647183,444.9702002626016
