S,E,I,R,M
900.0,0.0,100.0,0.0,0.0
885.957682945356,14.042317054643899,95.66123945132254,3.241988308604556,1.0967722400729008
872.7342186375251,25.897695471138892,92.87881322496862,6.343314507482642,2.145958158884673
860.0870028976758,36.02180397346412,91.37213115620793,9.354434773406787,3.164627199245287
847.8252543862285,44.77409449412588,90.91717116790215,12.316708582813868,4.166771368929577
835.7984976007444,52.43869318729586,91.33465090560978,15.26423264259125,5.163925663758691
823.8879035064648,59.24039848277798,92.4807479036424,18.225291346655904,6.1656587604589115
811.9997138511509,65.35703683028231,94.2397810062869,21.223506381402043,7.179961930877862
800.0602064380911,70.92907371557317,96.51841309459503,24.2787490636804,8.21355768806031
788.0118139164015,76.06713479707417,99.24104170522578,27.40786473185782,9.272144849440716
775.8101149001169,80.85792195990433,102.34612239307734,30.62524770127861,10.360593045622803
763.4214902253902,85.3688878547002,105.78322799151611,33.943297023572285,11.48309690482111
750.821289556933,89.65194466587417,109.51069088558589,37.37277690752174,12.643297984085086
737.992391251079,93.7464182930282,113.493708911558,40.92310070270451,13.844380841630237
724.9240659035548,97.68141103376897,117.7028212508558,44.60255347661891,15.08914833520135
711.6110743824602,101.47769959472848,122.11268063787844,48.41846518046937,16.38008020446336
698.0529464266584,105.1492676216713,126.70106375428855,52.37734401007301,17.71937818730849
684.2533974944298,108.70455067115935,131.4480738681034,56.48497768386465,19.109000282442594
670.2198504693035,112.14745503250644,136.33549936089685,60.74650887055444,20.550686266738474
655.9630357741745,115.47819888176585,141.3462993466535,65.16648982031236,22.045976177093557
641.4966489179084,118.69401405301353,146.46419355860382,69.74892031977606,23.596223150698
626.8370488691188,121.78973861173536,151.67333840061227,74.49727235123794,25.202601767295405
612.0029841897526,124.75832393638893,156.95807478593707,79.41450424945602,26.866112838465153
597.0153367655076,127.59127480023636,162.3027363195587,84.5030666834269,28.587585431270174
581.8968753875489,130.27903672649438,167.69150867840239,89.76490241945227,30.36767678810181
566.672013477991,132.81134146127968,173.10833283115448,95.20144152532868,32.206870704245965
551.3665669881053,135.177518615804,178.53684611516445,100.81359343693497,34.10547484399107
536.0075099885374,137.36677925452676,183.9603562319118,106.6017371145399,36.063617410483864
520.6227267531053,139.36847536088527,189.3618439995887,112.56571035604577,38.08124353037469
505.24076023709426,141.17233762983608,194.72399126494662,118.70479919947043,40.15811166865233
489.89055778285865,142.768692865929,200.02923077127565,125.01772823032816,42.293790349608244
474.6012156587301,144.14866136786347,205.25981504294268,131.50265250572454,44.48765542473895
459.40172465616274,145.30433402443236,210.39790151156961,138.1571517116801,46.73888809615493
444.32071943694297,146.22892840666364,215.4256512025289,144.9782270802345,49.04647387362975
429.3862346389392,146.91692289399828,220.32533834709125,151.9623015059557,51.40920261401536
414.6254709180631,147.36416779688855,225.0794683061333,159.10522321606183,53.825669762852954
400.06457413078704,147.56797251261713,229.6709012036413,166.40227326361597,56.29427888933831
385.7284307535645,147.52716795297513,234.08297868729028,173.84817702890473,58.81324557726511
371.6404824040356,147.2421437880809,238.2996512712602,181.43711983037997,61.380602706243074
357.8225619885873,146.71486043532965,242.30560378246633,189.16276666403965,63.994207129576786
344.2947535694956,145.94883616072673,246.08637653201262,197.01828600976089,66.65174772800391
331.07527754293534,144.94911012601764,249.62847997264112,204.9963775659973,69.3507547924083
318.18040216890716,143.72218268406945,252.9195007813013,213.0893037016576,72.08861066406416
305.6243819187989,142.27593467339548,255.94819752227244,221.2889243471684,74.86256153836445
293.41942252896155,140.61952786947253,258.70458429688534,229.58673498692457,77.6697303177557
281.5756720912559,138.76328909771047,261.1800010652597,237.9739073636536,80.50713038211993
270.10123699382945,136.71858078659488,263.3671696265469,246.4413324626026,83.3716801304258
259.0022210642794,134.49766092992394,265.26023455884285,254.97966531059797,86.26021813635548
248.28278587617874,132.1135355289934,266.85478873950575,263.57937110237265,89.16951875294913
237.94522986805777,129.5798065982836,268.14788338225026,272.23077215425883,92.09630799714921
227.99008369665847,126.91051874506272,269.1380228305677,280.92409518328196,95.03727954442878
218.41621910491656,124.1200071813876,269.8251446299215,289.6495184174584,97.98911066631551
209.22096852732517,121.22274980629648,270.2105856569891,298.3972180600358,100.94847794935305
200.40025267552681,118.23322571880401,270.29703530744416,307.1574136556473,103.91207264257731
191.94871343702286,115.16578220228325,270.0884769303047,315.92041193881937,106.87661549156941
183.85984956971404,112.03451187218728,269.5901188441336,324.676648783788,109.8388709301767
176.12615287332247,108.85314131588788,268.8083163772826,333.41672891786794,112.7956605156387
168.7392427537777,105.63493218891816,267.7504864412555,342.1314631073762,115.74387550867208
161.68999735664528,102.39259537796379,266.4250161747371,350.8119025740335,118.68048851661992
154.9686797194928,99.1382185076678,264.84116718858854,359.4493704496163,121.60256413463416
148.56505767059537,95.88320676381339,263.008976902705,368.03549012624217,124.50726853664366
142.4685164737517,92.6382367357529,260.9391583982744,376.5622104080083,127.39187798421229
136.6681634788726,89.41322275000904,258.643000118262,385.0218274158515,130.25378623700442
131.15292427963527,86.21729497679074,256.1322666396707,393.40700324070957,133.09051086319323
125.91163009864069,83.05878844199904,253.41910161806163,401.71078137973154,135.89969846156663
120.93309631439594,79.94524196792374,250.5159338725644,409.9265990259598,138.67912881915566
116.20619221162035,76.88340599381982,247.4353874424302,418.04829631329983,141.42671803882934
111.71990217653402,73.87925818957446,244.1901963079425,426.0701226455338,144.14052068041474
107.4633786725684,70.93802576777598,240.79312433255956,433.9867402605958,146.81873096649977
103.42598742071934,68.06421341736596,237.2568908523497,441.793225199381,149.4596831101835
99.59734527447569,65.26163582125368,233.59410221538516,449.48506586217286,152.06185082671215
95.96735132419774,62.53345377642161,229.81718945953676,457.0581593455854,154.623846094258
92.52621179250252,59.88221300398904,225.93835221331483,464.50880575902715,157.14441723116593
89.26445929322499,57.30988481459294,221.96950881182525,471.8337007224366,159.6224463579197
86.17296702442425,54.8179078778609,217.9222525389374,479.02992624678296,162.05694631199398
83.24295845313748,52.40723043070653,213.80781383742988,486.094940195943,164.4470570827826
80.46601302841961,50.078352345156205,209.6370282709299,493.02656452343547,166.7920418320583
77.8340684317027,47.83136656035886,205.42030997440526,499.82297247048507,169.09128256304763
75.33941984148149,45.66599946371709,201.16763029312781,506.4826749033545,171.3442754983186
72.97471665435687,43.58164988149089,196.8885012826111,513.0045059581546,173.55062622338613
70.7329570678766,41.57742640890812,192.5919637231419,519.3876081507236,175.71004464934938
68.60748089350288,39.652182873227005,188.28657929125384,525.6314170979398,177.82233984407608
66.59196093129594,37.80455178006063,183.98042652588393,531.7356459852336,179.8874147775254
