S,E,I,R,M
900.0,0.0,100.0,0.0,0.0
872.7033698266293,27.296630173370676,92.59323876811075,0.3639832537634924,7.042777978125756
848.1951112024223,41.11009550547769,96.42987194778371,0.7010071369966613,13.563914207319659
823.3881320685117,49.810178994866845,105.39443722091619,1.0519957225121737,20.355255993193033
797.0679542825969,56.6147768425557,117.1037028424954,1.4356138243945857,27.77795220795729
768.7584344639708,62.742681869763835,130.61172597066863,1.8618516922782318,36.02530600331838
738.3048380108658,68.61375627061459,145.5201493394261,2.3372565022629277,45.22399987683059
705.7192642488551,74.3165267104545,161.6246226557369,2.866925476710064,55.472660908243405
671.1248467012624,79.79380099504795,178.77061602668374,3.455212037135382,66.85552423987049
634.7361936003877,84.91932006755025,196.79263737318223,4.105907142122344,79.44594181675753
596.851076360402,89.53312986555994,215.4879840429889,4.822199386800244,93.30561034424888
557.8429073181992,93.46230525084448,234.6062972384313,5.60653956258927,108.48195062993564
518.1495250089723,96.53724678872439,253.84800973835132,6.460467196811763,125.00475126714014
478.2566447492494,98.60692715760283,272.86929365597314,7.384431442271281,142.88270299490327
438.6760600281731,99.5534132217494,291.2926152566622,8.377629975841751,162.10028151757345
399.9199718603386,99.30457040845846,308.72219773960086,9.437886314825722,182.61537367677624
362.4737956379437,97.84331202321687,324.76331629082415,10.561583415248483,204.3579926327667
326.7703517483732,95.21184092670299,339.0437878704819,11.743667500914047,227.23035195352776
293.1683644457567,91.50992107286844,351.2355311878132,12.97773011168802,251.10845318187347
261.9376389266474,86.88714805260597,361.07385257054574,14.256168626478908,275.8451918237218
233.25226769541447,81.53021874121602,368.3722749824845,15.570416983554377,301.27482159733046
207.1919721168734,75.64705349844158,373.0312809513689,16.911230375998223,327.2184630573177
183.75050969721906,69.4500735468644,375.04018702227455,18.26900176996065,353.49022796368115
162.84922959595283,63.14088202627249,374.47232746776194,19.63408524560501,379.90347566440755
144.35347882538866,56.89809630852577,371.4745927810373,20.99710180756605,406.27673027748205
128.08964620169888,50.86930984814559,366.2529757406829,22.349207117275153,432.43886109219727
113.86106114540696,45.16734852261919,359.05603870469963,23.682306615381705,458.23324501189234
101.46156641067877,39.87031980615235,350.15813868035775,24.989210467893376,483.5207646349176
90.68619336983835,35.02454012196878,339.8439141393,26.263727454379826,508.1816249145129
81.33887153945057,30.64928101924405,328.3950677910079,27.50070239078126,532.1160772595161
73.23744879311064,26.742345115801818,316.07998787220924,28.6960054437258,555.2442127751524
66.21648499493256,23.285683971157713,303.1463228115524,29.846483668078317,577.5050245542789
60.128340462061274,20.250520053316045,289.81630694836144,30.949885517512186,598.8549470187489
54.843053623934196,17.601672727181985,276.2844392458782,32.00476834148002,619.2660660615255
50.24742866070967,15.300979345732213,262.7170288547462,33.01039743308939,638.7241657057225
46.24366353381734,13.309835568853035,249.2531147157331,33.96664342290567,657.2267427586909
42.74776070166326,11.590957702560686,236.00631234413817,34.873883019954846,674.781086231683
39.687886902413105,10.109505488342204,223.06721431008972,35.73290647471227,691.4024868244427
37.00278825031458,8.833709671179587,210.50605282877584,36.54483377943772,707.1126154702923
34.64032226259831,7.735136756450832,198.3754110195188,37.311040559892994,721.9380894015392
32.55613714908805,6.788702772623939,186.7128370798613,38.03309383558854,735.9092291628383
30.71250796712481,5.972524776426841,175.54327022622994,38.71269729518595,749.0589997350326
29.07732636117581,5.2676769534632415,164.88122877083555,39.35164540191822,761.4221225126073
27.623233264432404,4.657899316382216,154.7327405733991,39.95178546324353,773.0343413825428
26.32688033069969,4.129291804531457,145.09701637715227,40.514986727020016,783.9318247605967
25.168304650741078,3.6700149506154314,135.96787935337602,41.043115568343325,794.1506854769243
24.130401542286027,3.2700097522041163,127.33497148447458,41.53801587968696,803.7266013413484
23.198481245484572,2.920743391866791,119.18476083906407,42.001493852074965,812.6945206715097
22.359896787321176,2.614983414952058,111.50137461399449,42.43530642256723,821.0884387611652
21.603731838316655,2.3466003920070904,104.26728199801103,42.84115275387827,828.9412330177871
20.920538918653886,2.1103975484463224,97.46384914066125,43.22066819950538,836.2845461927333
20.302119734911454,1.9019650145431592,91.07178626504933,43.5754202888507,843.1487086966455
19.741340703801875,1.7175559931293563,85.071504559304,43.90690633975876,849.5626924040062
19.231977833830936,1.5539820867488345,79.44339811657204,44.21655237007928,855.5540895927691
18.768586093460986,1.4085251490274402,74.16806398166969,44.50571303544426,861.1491117403978
18.346389207309674,1.2788632445552666,69.22647136285605,44.77567236797813,866.372603817301
17.961186505984745,1.1630085639794154,64.6000893016479,45.02764513091031,871.2480704974777
17.60927402714074,1.059255412681426,60.27098056162961,45.262778637884566,875.7977113606637
17.287377541454642,0.9661366525216246,56.22186818515722,45.48215491400795,880.0424627068586
16.992595572285655,0.8823872159817765,52.43618005428396,45.686793099154904,884.0020440582938
16.722350804930656,0.806913525835637,48.89807585604075,45.87765201346577,887.6950077997273
16.474348551960002,0.7387678400826823,45.59246006911933,46.055632820994326,891.1387907178437
16.24654116477855,0.6771267022867451,42.504983937032605,46.22158174062473,894.3497664552774
16.037097466435483,0.621272813802304,39.62203885199123,46.37629276417039,897.3432981036007
15.844376433591124,0.5705797592880358,36.93074312637647,46.5205103503913,900.1337903303531
15.666904482071397,0.5244991131616699,34.41892375948951,46.65493207086172,902.7347405744158
15.50335581525523,0.4825495349004608,32.0750945031155,46.780211189471885,905.158788957257
15.352535381479669,0.44430752777465093,29.888431279268275,46.89695916209204,907.4177666493855
15.21336405886402,0.40939959088120803,27.848745797964664,47.005748046761184,909.5227425055291
15.084865746035202,0.37749554010192576,25.94645805424173,47.107112817848936,911.4840678417723
14.966156087305428,0.34830281145135933,24.17256824541209,47.201553580111145,913.3114192757201
14.85643260265241,0.32156159156500413,22.51862853639831,47.289537680528994,915.0138395888555
14.754966027811577,0.2970406459454763,20.976715008471572,47.37150171737869,916.5997766003929
14.661092699083605,0.2745337369825017,19.53940005119115,47.44785344719922,918.0771200655438
14.57420784205404,0.25385654147710085,18.199725395790743,47.51897359127141,919.453236629407
14.493759644109344,0.23484399208040518,16.951175938206404,47.58521754394303,920.7350028816611
14.41924400806949,0.21734797923761756,15.787654459348635,47.64691698567409,921.9288365676705
14.350199898981327,0.2012353603473358,14.703457317407413,47.704381404068165,923.0407260191961
14.286205208575327,0.18638623126694534,13.693251160560688,47.75789952642779,924.0762578731695
14.226873072450266,0.17269242231259693,12.752050687294465,47.80774066754801,925.040643150395
14.171848584021925,0.16005618676091143,11.875197464697099,47.8541559965612,925.9387417679592
14.12080585690726,0.14838905475898598,11.058339801788208,47.89737972668404,926.7750855598619
14.073445393926049,0.13761082965386912,10.29741366454511,47.93763023170681,927.5538998801685
14.029491726464085,0.12764870719762206,9.588624611270527,47.97511109301651,928.2791238620516
13.988691292702676,0.11843650098070263,8.92843072086988,48.010012080867774,928.9544294045793
13.950810527301446,0.1099139598864704,8.313526482115863,48.042510073515615,929.5832389571809
13.915634138628636,0.10202616541887333,7.7408276087760655,48.07276991770771,930.168742169469
13.8829635526515,0.09472299849646984,7.2074567433214005,48.10094523390636,930.7139114716247
13.852615505202,0.08795866678072405,6.71073001061713,48.127179169474296,931.2215166479263
13.824420766581136,0.08169128485799608,6.248144382357575,48.151605102918225,931.6941384632855
13.798222984410534,0.07588250065856159,5.817365812902684,48.17434730214097,932.1341813998877
13.773877632326263,0.07049716240206501,5.416218107496198,48.1955215395101,932.5438855582657
13.751251053574249,0.06550302113182455,5.042672484497859,48.215235666408695,932.9253377743878
13.730219589840551,0.060870464561055014,4.694837794169393,48.23359014979441,933.280482001635
13.710668786759841,0.056572278519669915,4.370951357652865,48.25067857315655,933.6111290039115
13.692492668514511,0.05258343277537069,4.069370391019125,48.26658810412855,933.9189654035629
13.675593074784208,0.04888088841940415,3.7885639806014106,48.28139993088547,934.2055621253099
13.659879054047845,0.04544342436590761,3.527105577230765,48.29518966933298,934.4723822750229
13.645266307891477,0.04225148082278749,3.283665978428122,48.308027742976655,934.7207884898814
13.631676681547859,0.03928701785886693,3.05700676906071,48.319979737247664,934.9520497942854
13.619037696397557,0.03653338742274008,2.8459741924201207,48.33110672995346,935.1673479938066
13.607282120605982,0.03397521736858984,2.6494934251121003,48.3414655994203,935.3677836374935
13.596347574463426,0.03159830621757445,2.466563230553014,48.35110931179727,935.5543815769691
13.58617616734269,0.029389527534015303,2.2962509672366727,48.360087188899975,935.7280961489871
13.5767141634969,0.02733674292670936,2.1376879292616016,48.3684451578851,935.8898160064301
13.5679116741936,0.025428722799961154,1.9900649978883258,48.376225983965334,936.0403686211532
13.559722373924442,0.023655074078697085,1.8526285841257573,48.38346948729666,936.1805244805748
13.552103238646415,0.022006174219267566,1.7246768435232893,48.39021274509731,936.3110009985141
13.545014304203866,0.02047311089395401,1.605556145469699,48.39649027998927,936.4324661594436
13.538418443253327,0.019047626804228196,1.4946577803710976,48.40233423548855,936.5455419140832
13.532281159167768,0.01772206913670579,1.3914148890982374,48.40777453951018,936.6508073430875
13.526570395535469,0.016489343227563544,1.2952996000592152,48.41283905669687,936.7488016044813
13.521256359993245,0.015342870046870773,1.205820360168129,48.41755373032715,936.840026679465
13.516311361245556,0.01427654715461285,1.1225194468449167,48.42194271450863,936.9249499302467
13.511709658221886,0.01328471281584149,1.0449706489980315,48.426028497315386,937.0040064826493
13.50742732041564,0.012362112993964062,0.972777105711547,48.42983201548448,937.0776014453947
13.503442098529874,0.011503870969193045,0.9055692920835481,48.433372761245714,937.146111977172
13.499733304629414,0.010705459354059142,0.8430031423452027,48.436668881820125,937.2098892118515
13.496281701066186,0.009962674300031372,0.7847583010316264,48.439737272086965,937.2692600515155
13.493069397505458,0.009271611709017483,0.7305364935785251,48.44259366088524,937.3245288363221
13.490079755436154,0.008628645281127861,0.6800600082845422,48.445252691384496,937.375978899614
13.487297299598628,0.008030406245827838,0.633070282110165,48.447727995930194,937.4238740161155
13.484707635809162,0.007473764637696364,0.5893265832818156,48.450032265741626,937.4684597505301
13.482297374702123,0.006955811990645314,0.5486047841361705,48.45217731581475,937.5099647133567
13.480054060948866,0.006473845335800496,0.5106962180765838,48.45417414535835,937.5486017302808
13.477966107547177,0.006025352398449485,0.4754066149224042,48.45603299406975,937.5845689310626
