S,E,I,R,M
900.0,0.0,100.0,0.0,0.0
899.9117711023281,0.08822889767189868,87.09037483895293,8.823069507412901,4.086555653634175
899.8349397573065,0.13461263151339747,75.87778150707328,16.507113813720153,7.6455522903866004
899.7680059050433,0.15509194141703225,66.12869887635144,23.20186321677212,10.74634006041609
899.7096763225442,0.15989961381613346,57.645253637636976,29.036444282980383,13.448726143022348
899.6588329571395,0.15556195126081035,50.258648497843176,34.122525079153554,15.804431514602962
899.6145071147531,0.14620368411637086,43.82412947529417,38.55688056960459,17.8582791562317
899.5758581298394,0.13439807824937983,38.217053220722406,42.42351397422841,19.649176596960295
899.5421555355281,0.1217201720913691,33.32975540279862,45.79543114357773,21.21093774600411
899.5127640192864,0.10910630721202624,29.06901429432461,48.73613862941736,22.57297674975962
899.4871306331584,0.09708733105351416,25.353965873202615,51.30091796572541,23.76089819686007
899.4647738559345,0.08593946995111792,22.11436855383866,53.537915997603825,24.79700212267191
899.4452741955972,0.07578159590753605,19.289144001186486,55.48908210623447,25.7007181010743
899.4282660860925,0.06663763247832738,16.825139886792638,57.19097668884412,26.488979705792424
899.4134308808403,0.058476327775186084,14.676073904541203,58.675470475775285,27.17654841106801
899.400490781738,0.05123636639485922,12.801627835589324,59.97035067733224,27.77629433894557
899.3892035702788,0.04484201315771333,11.166667232198774,61.099847199346605,28.29943998501805
899.3793580292124,0.03921266768260091,9.740567236081963,62.085090010905006,28.755772056117983
899.3707699605509,0.03426852535164691,8.496628728336518,62.94450702856081,29.153825757200128
899.3632787198086,0.029933768454265566,7.4115718058221205,63.69417048704875,29.50104521886627
899.3567441979428,0.026138208373038523,6.465095749095688,64.34809861906825,29.80392322552025
899.3510441921014,0.022817972247421256,5.639496363551679,64.91851851073176,30.068122961367784
899.346072114389,0.019915614653101432,4.9193329573530615,65.41609519475594,30.298584118849
899.3417349947321,0.017379896641576093,4.291138349803423,65.85013136088428,30.4996153979388
899.3379517397875,0.015165384989748142,3.7431662402982395,66.22874148014668,30.674975154777957
899.3346516148649,0.013231966733758416,3.265171052699447,66.55900363930621,30.827941726395792
899.3317729201624,0.01154433692263731,2.848216033442642,66.8470919508218,30.96137475865071
899.3292618363539,0.010071493795360941,2.4845059466841626,67.09839203117373,31.077768691993075
899.3270714178035,0.008786260544859082,2.1672411936641964,67.31760171776548,31.179299410222175
899.3251607144873,0.007664843412386929,1.8904905996750365,67.50881891467576,31.26786492774975
899.323494006142,0.006686430055650323,1.6490804712541667,67.67561821431619,31.34512087823219
899.3220401342793,0.005832828654082563,1.4384978370755295,67.82111773052812,31.412511469463205
899.3207719195467,0.005088146211003114,1.2548060555350133,67.94803739455593,31.47129648415162
899.3196656535232,0.004438503438811124,1.0945712060630546,68.058749805019,31.52257483195623
899.3187006554339,0.0038717831173800676,0.9547978846503342,68.15532458333807,31.567305093460654
899.3178588854872,0.003377408670951027,0.8328732010894435,68.23956706435608,31.60632344039661
899.3171246075997,0.0029461497704541964,0.7265179295500722,68.31305204579682,31.640359267283337
899.3164840951971,0.0025699519447605437,0.6337438983455931,68.37715322770484,31.67004882680803
899.3159253745912,0.0022417874186096715,0.5528168217202547,68.43306889235485,31.695947123915435
899.3154380011292,0.0019555246516871194,0.4822238784378019,68.4818443047839,31.718538290997685
899.3150128639329,0.0017058143114870937,0.4206454308309813,68.52439125275981,31.73824463816516
899.3146420155726,0.0014879896601384412,0.3669303554652169,68.56150509150179,31.755434547800537
899.3143185234946,0.001297979565893601,0.32007452414483323,68.59387961180828,31.7704293609867
899.3140363404206,0.0011322325605906407,0.2792020329211575,68.62212000954909,31.783509384548985
899.3137901912982,0.0009876505543321566,0.24354882815770082,68.64675419897983,31.794919131010385
899.3135754746885,0.0008615309883622707,0.21244842353402077,68.66824268137267,31.804871889416823
899.3133881767463,0.0007515163578330022,0.18531944096792372,68.68698715344848,31.81355371247981
899.313224796185,0.0006555501693431104,0.1616547425383199,68.70333801653584,31.821126894571968
899.3130822788232,0.0005718385154423053,0.1410119502371374,68.71760092683202,31.827733005592535
899.3129579604914,0.0004988165513575316,0.12300517632516852,68.7300425092152,31.83349553741725
899.3128495172269,0.0004351192495792429,0.10729780969916611,68.74089534142009,31.83852221240463
