S,E,I,R,M
900.0,0.0,100.0,0.0,0.0
859.7467235070454,40.2532764929546,81.33421842355405,9.219230642304206,9.446550934141742
828.4713464664392,70.98275300840628,66.69845139085855,16.717619829887134,17.129829304408872
803.7568384237074,94.73461836661052,55.21130682389642,22.86670389845554,23.430532487330098
783.9090813986913,113.29761841226116,46.190441866011945,27.956761615180792,28.64609670785475
767.7142459575797,127.95595211292836,39.10513661855131,32.215164985507876,33.0095003254327
754.2868395468091,139.6480657092786,33.54115004658209,35.82035772336028,36.70358697396986
742.9713536726919,149.06969451014973,29.1742893139052,38.91259370623601,39.87206879701715
733.2767271791705,156.7426911735636,25.75031002419871,41.60223872633804,42.628032896729074
724.831543677193,163.06218641161146,23.069501663753734,43.9762191985773,45.06054904886441
717.3527074147161,168.329631678115,20.97478986839635,46.10304976498896,47.23982127378358
710.6231099510956,172.77640293879924,19.34250760837928,48.03676401969508,49.22121548203084
704.4754359419479,176.580945225114,18.075209109624684,49.819994408116806,51.048415315196635
698.7802499502716,179.88140365349375,17.096057621032905,51.48638962501189,52.75589915018996
693.437125107914,182.78504129691075,16.344432046248226,53.062514607836135,54.37088694109106
688.3679691855473,185.37533192611687,15.772481353745476,54.56934549535444,55.91487203923608
683.5119610760894,187.71734614822302,15.342418322421445,56.023446929370664,57.404827523895655
678.8216822016183,189.86186957690154,15.024391475606262,57.43789986062183,58.854156885252294
674.2601439231489,191.84856915057637,14.794810084374014,58.82303316336067,60.27344367854029
669.7984927721682,193.7084386883813,14.63502476255056,60.18700082812999,61.67104294877022
665.4142322347558,195.4656947277781,14.5302875047297,61.53623751554786,63.05354801718882
661.0898405848988,197.13925060230963,14.46893155199279,62.8758182335988,64.42615902720034
656.8116938898112,198.74386535643302,14.441724333016545,64.20974240485414,65.79297401588545
652.5692251188982,200.29104097553721,14.44135676495197,65.5411582798407,67.1572188607722
648.3542665231239,201.78972417764422,14.462040048198048,66.87254026787963,68.52142898315452
644.1605346544975,203.2468560475438,14.499187240030086,68.20582909550541,69.88759296242353
639.983226642969,204.66780295957795,14.54916171894043,69.54254260842332,71.25726607008954
635.8187034042586,206.05669472547103,14.609078444096479,70.88386338381427,72.6316600423599
631.6642408671266,207.4166901368788,14.676646897113969,72.23070802029068,74.01171407859019
627.5178344836745,208.75018562371463,14.7500469411688,73.5837819482922,75.39815100315019
623.3780455177914,210.0589793045793,14.827830681725423,74.94362279564669,76.79152170025752
619.2438801159584,211.34440003004116,14.908844870520484,76.31063470544531,78.192240278035
615.1146941177667,212.60740893616267,14.992169543488185,77.68511550016193,79.6006119024209
610.9901180870481,213.8486794001825,15.077069489629022,79.06727818866139,81.01685483447939
606.8699982349369,215.0686600199358,15.16295586292383,80.45726799901077,82.44111788319314
602.7543498375858,216.26762424451607,15.249355813788442,81.8551758722045,83.87349423190568
598.6433204808067,217.4457095049388,15.335888462127972,83.26104915614329,85.31403239598372
594.5371610358567,218.60294808298423,15.42224588588434,84.67490008451338,86.7627449107618
590.4362027193122,219.73929147731926,15.508178076852206,86.09671250295634,88.21961522356044
586.3408389422317,220.8546296498864,15.59348103505404,87.5264472082806,89.68460316454768
582.2515109304705,221.94880624012808,15.677987346405798,88.9640461900662,91.15764929292979
578.1686963153912,223.02163060248546,15.761558725464782,90.40943600360262,92.6386783530563
574.0929000650727,224.0728873401501,15.844080113380164,91.86253045532544,94.127602026072
570.0246472604523,225.10234386458959,15.92545500680049,93.32323274412941,95.62432112402868
565.9644773264718,226.1097563975494,16.005601761196694,94.79143717204273,97.12872734273992
561.9129394113899,227.09487474349143,16.08445066559576,96.26703051409616,98.64070466542725
557.8705886727897,228.05744609061568,16.161941628060312,97.74989311850507,100.16013049002966
553.8379832802397,228.99721804368008,16.23802234473962,99.23989979347053,101.68687653787063
549.8156819850383,229.91394104860598,16.312646851811575,100.73692052518096,103.22080958936378
545.8042421393246,230.8073703348375,16.385774380597635,102.24082106231405,104.76179208292683
541.8042180719003,231.67726747464678,16.45736845272109,103.75146339498895,106.30968260574353
537.816159747842,232.52340163750247,16.52739616530787,105.26870615029911,107.8643362990492
