S,E,I,R,M
900.0,0.0,100.0,0.0,0.0
860.235057879887,39.764942120113005,87.9616633176104,5.621523671606213,6.416813010783387
826.8025915383831,58.8450485985184,91.7249019991049,10.566309396944241,12.06114846704929
793.2947131287034,71.11398464795576,101.92169183510308,15.722646475581524,17.946963912656162
757.5707996188395,81.17072892409215,115.31918465333325,21.45219850859338,24.487088295141604
718.9712146675972,90.4733641061222,130.7336227145907,27.934893771783788,31.88690473990601
677.4417202421822,99.34830880897094,147.65001877768955,35.284115319432864,40.275836851724335
633.2477223227395,107.68452336965512,165.7331957643783,43.5842960761517,49.75026246707523
586.8773069328868,115.18836562533497,184.64824879795148,52.90102690775569,60.38505173607096
538.9977243947629,121.49301337534129,203.99460571763518,63.28107192313887,72.23358458912159
490.4170588488163,126.22320773115976,223.28751945756125,74.7486769723555,85.32353699010707
442.03460815206734,129.0479182717642,241.96515625164832,87.30083773440464,99.65147959011534
394.77752101999573,129.72774252173377,259.4138389701069,100.90296627013001,115.17793121803346
349.52910283810155,128.15352886688862,275.0073594709128,115.48597663525699,131.82403218883994
307.0587857400572,124.36939503507125,288.15549856631657,130.94558044657353,149.4707402119813
267.9651299700457,118.5744072328758,298.35501305229195,147.14431000951393,167.96113973527244
232.64116316224394,111.10131531444249,305.2350907985047,163.91640769367234,187.10602303113637
201.26651489063352,102.37616779507853,308.5896586863575,181.075270576959,206.69238805097132
173.8248321045371,92.8672221315807,308.3912250562511,198.42271128814141,226.49400941948954
150.13992553155245,83.03356384678862,304.7846159428105,215.75899700583497,246.28289767301334
129.92151160669377,73.28267502640585,298.06292046472834,232.89253633847414,265.84035656369775
112.81163559198623,63.94263642706732,288.6310171878673,249.64821396867964,284.96649682439937
98.4251491429595,55.25030823015615,276.96345821492395,265.8736749234934,303.4874094884669
86.3807150364334,47.35324955464631,263.5631574098579,281.44324128874456,321.25963671031775
76.3216100348115,40.32114702370062,248.92574468269035,296.2595065721725,338.171991686625
67.92748983806999,34.16215633123138,233.5123363378533,310.25292623423195,354.1450912586133
60.91918086084603,28.840318822028962,217.7314815810149,323.3798774975851,369.12914123852494
55.058701672208585,24.291462243247103,201.92956853215654,335.6197042752008,383.10056327718695
50.14641471524291,20.43623215811931,186.38812425305235,346.97122277020827,396.0580061033771
46.01673879875038,17.18985915963558,171.32614323445551,357.4490752961564,408.0181835110021
42.53338713822541,14.468875254680604,156.90566085241866,367.0802149937313,419.01186176094404
39.58471540436027,12.195296096234726,143.23908001758716,375.9007038606402,429.0802046211777
37.07948949184254,10.298874002287238,130.3971253107778,383.9529226508198,438.2715885442727
34.94320243818061,8.717988642644636,118.41665275501343,391.2832279172592,446.6389282469022
33.114961917504736,7.399645675189301,107.30784089647995,397.940048083006,454.23750342782006
31.544911633356318,6.29894197536499,97.06051570673147,403.97238376049114,461.1232469240561
30.192123593792537,5.378252998059482,87.64952105716078,409.4286636267281,467.3514387242591
29.022890623534806,4.606313207904845,79.03914937221016,414.35590220100585,472.9757445953443
28.009350915345603,3.9572963706249507,71.18670700535577,418.7991066928008,478.04753901587276
27.12838360521107,3.4099567710050485,64.04531845269926,422.8008842781438,482.6154568929407
26.36072317944814,2.946861559120027,57.56608302570268,426.4012070155179,486.72512522021117
25.69024932729542,2.5537247203413136,51.6996948271361,429.63729799962425,490.4190331256028
25.103416846255826,2.2188413827857496,46.397627318672654,432.54360858247986,493.7365058698058
24.588797089642174,1.932614757964116,41.61297111084575,435.1518621852627,496.71375485628516
24.136708180064055,1.6871650567917789,37.301000155727074,437.49114520671753,499.38398140069944
23.738915889795653,1.476008892655849,33.41952862548631,439.5880297602176,501.7775168318445
23.388390850329387,1.293798068341861,29.92910911566295,441.4667164728385,503.92198549282716
23.07911074992392,1.1361076545960747,26.79311270843094,443.14918842647637,505.8424804605726
22.805898550535083,0.9992645381056472,23.977722908777174,444.65536959974094,507.56174440284104
22.564289626998818,0.8802089294013112,21.451868428488716,446.00328296897,509.10035004614105
22.350422204516498,0.7763825584079325,19.187114075879702,447.2092048306793,510.47687633051646
22.16094662924477,0.6856383904685254,17.157524427002272,448.28781299035296,511.70807756293135
21.992949918398732,0.6061676490487982,15.339511322382265,449.2523272874785,512.8090438226916
21.843892754115345,0.5364407343754518,13.711673382917347,450.11464154757493,513.7933515810169
21.711556651422075,0.4751592922040675,12.254633521156808,450.88544651256893,514.6732040226481
21.593999477948657,0.42121723066266614,10.950878713701794,451.5743436368293,515.4595609408575
21.48951785724026,0.37366892368381777,9.784604992153483,452.189949875969,516.1622583509534
21.39661526875439,0.33170319408771065,8.741569618238124,452.7399937617761,516.7901181571436
21.313974881506137,0.2946219533022564,7.808951664302845,453.2314031671353,517.3510483337534
21.240436337078076,0.26182260128398493,6.975221668035335,453.67038523344837,517.8521341601542
21.174975840865713,0.2327834705996314,6.230020626190968,454.06249897066397,518.2997210916797
21.116689035439673,0.20705174205835972,5.564048301795094,454.41272105491123,518.6994898657956
21.06477622260794,0.18423337325460187,4.968960615689713,454.72550534729623,519.0565244411515
21.018529575734135,0.16398467194568586,4.437275755340365,455.00483664454003,519.3753733524397
20.977322044711304,0.14600521819465406,3.9622885451603076,455.25427915150095,519.6601050404328
20.94059770554136,0.13003189651826244,3.537992570612489,455.47702014000447,519.9143576873234
20.90786334696937,0.11583384495687213,3.159009523297607,455.67590922986113,520.1413840549151
20.87868111984302,0.10320816445127637,2.820525228686237,455.8534936980016,520.344091789018
20.85266210221945,0.09197626108669886,2.5182318264333956,456.0120501913958,520.5250796188648
20.829460655844947,0.08198071715775289,2.2482755910277037,456.1536131896247,520.686669846345
20.808769468382017,0.07308260581247916,2.007209904640008,456.28000053417725,520.8309374869883
20.79031519136882,0.06515917918950984,1.7919529220333392,456.3928363141054,520.959736393303
20.77385459694179,0.058101872212655864,1.5997494974929312,456.4935713718016,521.0747226615512
20.759171187295493,0.05181457413864332,1.4281369746302028,456.58350166848953,521.1773755954463
20.746072200067005,0.04621212803058226,1.2749144706750746,456.66378472658135,521.2690164746462
20.734385960616898,0.04121902491982091,1.138115316843573,456.7354543453431,521.3508253522768
20.72395953878023,0.03676826481395547,1.0159823451106333,456.79943376728966,521.4238560840058
20.7146566732778,0.03280036114092087,0.906945738948039,456.8565474553194,521.4890497713142
20.706355931773427,0.029262468873061914,0.8096031911391215,456.907531624723,521.5472467834917
20.69894907867018,0.026107619598363795,0.7227021355763703,456.953043659759,521.5991975063964
20.69233962626748,0.02329404931659071,0.6451238419693406,456.9936705313856,521.6455719510612
20.686441547941584,0.020784606830543888,0.5758691826666451,457.02993632087305,521.6869683416884
20.681178134639683,0.018546232353051258,0.5140458993865034,457.0623089432941,521.7239207903268
20.676480978254386,0.01654949741992174,0.45885721463476675,457.09120615521107,521.75690615448
20.67228906742287,0.014768198437457676,0.4095916480595767,457.1170009221506,521.7863501639296
20.668547983016555,0.013178997240343165,0.36561391204664595,457.1400262136032,521.8126328940933
20.665209182089296,0.011761102924421368,0.3263567735999979,457.16057928621564,521.8360936551708
