S,E,I,R,M
900.0,0.0,100.0,0.0,0.0
857.4103880895128,42.58961191048722,83.83646263112456,8.10146273601889,8.062074632856547
823.3944180958104,71.22361865146561,75.66748791772358,14.893442515275847,14.8210328197247
793.9109608456637,91.7066910398325,72.43733009383277,21.02361585221182,20.921402168459284
766.6967712695848,107.33209125942122,72.31768453159066,26.89209915673068,26.76135378267274
740.458856316301,120.00666658401045,74.19192819671619,32.75088942060919,32.59165948236333
714.4621239387116,130.83839884385944,77.3648882756912,38.76152083660004,38.573068105137935
688.3053435402129,140.46139499227152,81.3937698989477,45.029208431017814,44.81028313755024
661.7938937208205,149.22302197074185,85.98748032631687,51.62329436882202,51.37230961329893
634.8649603360807,157.29494340630217,90.94587376039775,58.589538045100156,58.30468445211944
607.5421397075262,164.74071967410293,96.12284783043926,65.95748411774557,65.6368086701862
579.9068380988123,171.55806921091676,101.40394747323899,73.74484081552875,73.38630440150334
552.0793334025965,177.70612714105164,106.69292929596813,81.96004383292538,81.56156632745852
524.2053971638763,183.12369894829516,111.90394223074313,90.60373174180522,90.16322991528034
496.44612673705376,187.74199733446963,116.95727875168029,99.66958792176499,99.18500925503153
468.969680886387,191.49386610350447,121.77742237666459,109.1448382768941,108.61419235655006
441.94424441232786,194.3206094160193,126.29257636550344,119.01059077162392,118.43197903452571
415.53192878369407,196.17702203896147,130.43513159624132,129.2421367842334,128.61378079686995
389.88353612598934,197.0349205766069,134.14269447860028,139.8092903651801,139.1295584536236
365.13422614424337,196.88532553251034,137.35939495477785,150.67681077145556,149.94424259701307
341.40016339798876,195.73938727655639,140.0372588238097,161.8049309681379,161.01825953350746
318.7762099292884,193.6281496463738,142.13747526235733,173.14999730829118,172.3081678536895
297.3346848180667,190.60127649465795,143.63142959608768,184.66521190058913,183.76739719059876
277.12515405007014,186.72490884750687,144.50140821502168,196.30145864652738,195.34707024087416
258.1751546642041,182.07885856995517,144.74091876305312,208.0081863860899,206.99688161669792
240.49170688946234,176.75336867273498,144.35460394269538,219.73431798345,218.66600251165752
224.0634336512348,170.84567564315026,143.35775985853792,231.42915242959512,230.3039784174821
208.86309141430905,164.45659485056385,141.7754978021326,243.04322792372602,241.8615880092687
194.85031940970097,157.6873190634679,139.64161002667976,254.52911704697107,253.29163445318054
181.97443282133054,150.63657757164225,136.99721428771412,265.84213004725933,264.54964527205397
170.1771148801089,143.39825539689767,133.88925847796733,276.94090831216243,275.5944629328639
159.3948979304346,136.0595243869402,130.3689661106026,287.787896695287,286.38871487673583
149.5613596999599,128.69949527586044,126.49029689745328,298.34968990407054,296.89915822265607
140.6089945081173,121.3883651422558,122.3084858158792,308.59725417189736,307.0969003618506
132.4707475326338,114.18700954336109,117.87871058010204,318.50603057325975,316.95750177064355
125.08122229154051,107.14695297486992,113.25492295512316,328.05593038460626,326.46097139386035
118.37758699919237,100.31064418967851,108.48886523872028,337.23123576452247,335.59166780788655
112.3002149664436,93.71196268100027,103.62928050621782,346.0204207545671,344.33812109177137
106.79309872181047,87.37688744124458,98.7213145108874,354.4159082983828,352.6927910276749
101.80407819290275,81.32426715091785,93.80609876810952,362.4137788059904,360.65177708207966
97.28492125060865,75.56664067755504,88.92049835509884,370.0134449418018,368.21449477493576
93.19129119153529,70.11106695160251,84.09700415990807,377.2173059807225,375.3833317162318
89.48263113171015,64.95993306130033,79.36374741654392,384.0303934348457,382.16329495560007
86.12199041406248,60.11171821646637,74.74461400801255,390.4600178577051,388.5616595037536
83.07581341047066,55.56169877715364,70.2594368345103,396.5154249087454,394.5876260691201
80.31370678361242,51.302585729457064,65.92424618115761,402.20746700242995,400.25199430334305
77.80819749896183,47.325090854643165,61.75156017398125,407.5482952407978,405.56685623161604
75.5344906893012,43.61842150011523,57.75069983358476,412.5510748772032,410.54531309979575
73.47023386082331,40.170706485580226,53.928115728209086,417.2297263040112,415.2012176213763
71.59529184398541,36.969357443562,50.287715649005754,421.5986925039692,419.5489425594778
69.89153526859539,34.001370973811,46.8311849832659,425.6727330480685,423.6031757262593
68.34264411004145,31.25357754392823,43.55829348664525,429.46674404832385,427.3787408110613
66.93392694256882,28.712843229872654,40.46718392321512,432.99560296359016,430.8904429407533
65.65215588245542,26.36623027302929,37.55463954461145,436.27403678944563,434.15293751045823
64.48541675327237,24.201122125919973,34.81632862436407,439.31651191779855,437.18062057864506
63.42297371023417,22.20531823705042,32.24702526860227,442.13714380735126,439.98753897676187
62.45514738242251,20.36710334011397,29.840806513709143,444.74962454296167,442.58731822079267
61.57320549947644,18.67529550279231,27.591226321959688,447.16716636279733,444.9931063129742
60.7692649388355,17.119276683173137,25.49146752513885,449.40245928168156,447.2175315711709
60.03620414198852,15.689009055809535,23.534473070048872,451.46764102409503,449.272672708058
59.36758488912868,14.375039916281821,21.713058113191153,453.3742775899834,451.17003949141485
58.7575824804874,13.168497559301029,20.020004616761934,455.1333529018737,452.92056244157584
58.20092344161168,12.061080153744681,18.448140133713103,456.75526611564993,454.5345901552805
57.6928299433739,11.04503930879935,16.99040245252099,458.2498353140712,456.02189298123443
57.22897020166222,10.113159737136021,15.639891716360438,459.62630643746184,457.39167190737936
56.80541419386772,9.258736171212156,14.389911548053233,460.8933664368165,458.6525716500503
56.41859409777939,8.475548474206194,13.234000610729815,462.05915975862814,459.8126970586564
56.065268922324705,7.757835704287455,12.16595592199072,463.13130738659095,460.8796320648061
55.74249285824912,7.100269736392908,11.179849122228964,464.1169277720915,461.86046051103745
55.44758693015393,6.497928916008429,10.270036780053266,465.022659082672,462.7617882911123
55.17811357938269,5.946272111419897,9.431165702671878,465.8546822853835,463.589766321142
54.93185385028911,5.441113441547511,8.65817410896591,466.61874466035766,464.3501139388398
54.706786890752205,4.978597883125357,7.946289419359967,467.32018340941516,465.0481423973473
54.50107151179733,4.555177901246555,7.291023320456404,467.9639490856208,465.6887781808789
54.313029581223155,4.16759119905328,6.688164674248457,468.55462862300203,466.2765859224731
54.14113105261406,3.812839643768136,6.133770761728621,469.09646779180986,466.8157907500794
